status;gamer_value;game_value;date
lose;2022-10-08T17:55:42.507Z
lose;2022-10-08T17:55:45.328Z
win;2022-10-08T17:55:46.683Z
lose;2022-10-08T17:58:02.059Z
lose;2022-10-08T17:58:05.546Z
error;2022-10-08T17:58:11.856Z
lose;2022-10-08T17:58:18.963Z
lose;2022-10-08T17:58:25.236Z
